Brandname;ActiveIngredient;Strength;DosageForm;PrescribingProduct;Kolom1
Telfast 180 mg, omhulde tabletten;FEXOFENADINE;180 mg;Filmomhulde tablet;FEXOFENADINE - 180 mg - Filmomhulde tablet;42
Zolmitriptan Sandoz tablet 2,5 mg, filmomhulde tabletten;ZOLMITRIPTAN;2,5 mg;Filmomhulde tablet;ZOLMITRIPTAN - 2,5 mg - Filmomhulde tablet;42
TRUQAP 200 mg filmomhulde tabletten;CAPIVASERTIB;200 mg;Filmomhulde tablet;CAPIVASERTIB - 200 mg - Filmomhulde tablet;42
Capecitabine medac 500 mg filmomhulde tablet;CAPECITABINE;500 mg;Filmomhulde tablet;CAPECITABINE - 500 mg - Filmomhulde tablet;42
Ocaliva 10 mg filmomhulde tabletten;OBETICHOLZUUR;10 mg;Filmomhulde tablet;OBETICHOLZUUR - 10 mg - Filmomhulde tablet;42
Quinsair 240 mg verneveloplossing;LEVOFLOXACINE;240 mg;Verneveloplossing;LEVOFLOXACINE - 240 mg - Verneveloplossing;42
Rosuvastatine Denk 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Atorvastatine STADA 60 mg, filmomhulde tabletten;ATORVASTATINE;60 mg;Filmomhulde tablet;ATORVASTATINE - 60 mg - Filmomhulde tablet;42
Atorvastatine STADA 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Capecitabine Accord 150 mg;CAPECITABINE;150 mg;Filmomhulde tablet;CAPECITABINE - 150 mg - Filmomhulde tablet;42
Nortrilen 25, tabletten 25 mg;NORTRIPTYLINE;25 mg;Filmomhulde tablet;NORTRIPTYLINE - 25 mg - Filmomhulde tablet;42
Pulmozyme, inhalatievloeistof 1 mg/ml, 2,5 ml;DORNASE ALFA;1 mg/ml;Verneveloplossing;DORNASE ALFA - 1 mg/ml - Verneveloplossing;42
Oxis 6 Turbuhaler, inhalatiepoeder 6 microgram/dosis;FORMOTEROL;6 mcg/dosis;Inhalatiepoeder;FORMOTEROL - 6 mcg/dosis - Inhalatiepoeder;42
Fenoxymethylpenicilline Teva 250 mg, capsules;FENOXYMETHYLPENICILLINE;250 mg;Capsule;FENOXYMETHYLPENICILLINE - 250 mg - Capsule;42
Bicalutamide 150 PCH, filmomhulde tabletten 150 mg;BICALUTAMIDE;150 mg;Filmomhulde tablet;BICALUTAMIDE - 150 mg - Filmomhulde tablet;42
Atorvastatine 10 mg Liconsa, filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Carbidopa/Levodopa Fair-Med 25 mg/250 mg tabletten;CARBIDOPA/LEVODOPA;25 mg/250 mg;Tablet;CARBIDOPA/LEVODOPA - 25 mg/250 mg - Tablet;42
Atorvastatine Sandoz 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Lercanidipine HCl Sandoz 10 mg, filmomhulde tabletten;LERCANIDIPINE;10 mg;Filmomhulde tablet;LERCANIDIPINE - 10 mg - Filmomhulde tablet;42
Propofol Spiva 10 mg/ml, emulsie voor injectie of infusie;PROPOFOL;10 mg/ml;Emulsie voor infusie;PROPOFOL - 10 mg/ml - Emulsie voor infusie;42
Atorvastatine Accord 10 mg filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Atorvastatine CF 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Atorvastatine 80 mg Liconsa, filmomhulde tabletten;ATORVASTATINE;80 mg;Filmomhulde tablet;ATORVASTATINE - 80 mg - Filmomhulde tablet;42
Capecitabine Amarox 500 mg, filmomhulde tabletten;CAPECITABINE;500 mg;Filmomhulde tablet;CAPECITABINE - 500 mg - Filmomhulde tablet;42
Nortrilen 50 mg, Filmomhulde tabletten;NORTRIPTYLINE;50 mg;Filmomhulde tablet;NORTRIPTYLINE - 50 mg - Filmomhulde tablet;42
OxyNorm Instant 5 mg, orodispergeerbare tabletten;OXYCODON;5 mg;Orodispergeerbare tablet;OXYCODON - 5 mg - Orodispergeerbare tablet;42
Amitriptyline HCl Aurobindo 10 mg, filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Rosuvastatine Aristo 20 mg, filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Valaciclovir Aurobindo 500 mg, filmomhulde tabletten;VALACICLOVIR;500 mg;Filmomhulde tablet;VALACICLOVIR - 500 mg - Filmomhulde tablet;42
Carvedilol Viatris 3,125 mg, filmomhulde tabletten;CARVEDILOL;3,125 mg;Filmomhulde tablet;CARVEDILOL - 3,125 mg - Filmomhulde tablet;42
Budesonide Teva Steri-Neb 1 mg/2 ml, vernevelsuspensie;BUDESONIDE;1 mg/2 ml;Vernevelsuspensie;BUDESONIDE - 1 mg/2 ml - Vernevelsuspensie;42
Rosuvastatine Mylan 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Amitriptyline HCl Aurobindo 25 mg, filmomhulde tabletten;AMITRIPTYLINE;25 mg;Filmomhulde tablet;AMITRIPTYLINE - 25 mg - Filmomhulde tablet;42
Calcipotriol/Betamethason Aristo 50 microgram/g + 0,5 mg/g, gel;BETAMETHASON/CALCIPOTRIOL;50 mcg/g;Gel;BETAMETHASON/CALCIPOTRIOL - 50 mcg/g - Gel;42
Atorvastatine Xiromed 20 mg filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Rosuvastatine Sandoz 20 mg, filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Rosuvastatine Krka 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Rosuvastatine Aurobindo 20 mg, filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Amitriptyline HCl Teva 10 mg, filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Cetirmar 5 mg tabletten;LEVOCETIRIZINE;5 mg;Filmomhulde tablet;LEVOCETIRIZINE - 5 mg - Filmomhulde tablet;42
Rovast 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Valaciclovir Sandoz 250 mg, filmomhulde tabletten;VALACICLOVIR;250 mg;Filmomhulde tablet;VALACICLOVIR - 250 mg - Filmomhulde tablet;42
Amitriptyline HCl Strides 50 mg filmomhulde tabletten;AMITRIPTYLINE;50 mg;Filmomhulde tablet;AMITRIPTYLINE - 50 mg - Filmomhulde tablet;42
Sendolor 1mg/ml, oplossing voor injectie;MORFINE;1mg/ml;Oplossing voor injectie;MORFINE - 1mg/ml - Oplossing voor injectie;42
Lercanidipine HCl Aurobindo 10 mg, filmomhulde tabletten;LERCANIDIPINE;10 mg;Filmomhulde tablet;LERCANIDIPINE - 10 mg - Filmomhulde tablet;42
Zure oordruppels met triamcinolonacetonide DMB 0,1% FNA, oordruppels, oplossing 1 mg/g triamcinolonacetonide;TRIAMCINOLONACETONIDE;0,10%;Oordruppels;TRIAMCINOLONACETONIDE - 0,1% - Oordruppels;42
Panadol 1000 mg Artrose, omhulde tabletten;PARACETAMOL;1000 mg;Filmomhulde tablet;PARACETAMOL - 1000 mg - Filmomhulde tablet;42
Lipitor 40, filmomhulde tabletten 40 mg;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Atorvastatine Aurobindo 60 mg, filmomhulde tabletten;ATORVASTATINE;60 mg;Filmomhulde tablet;ATORVASTATINE - 60 mg - Filmomhulde tablet;42
Rosuvastatine Aurobindo 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Azitromycine Sandoz 250 mg, filmomhulde tabletten;AZITROMYCINE;250 mg;Filmomhulde tablet;AZITROMYCINE - 250 mg - Filmomhulde tablet;42
Atorvastatine Aristo 30 mg, filmomhulde tabletten;ATORVASTATINE;30 mg;Filmomhulde tablet;ATORVASTATINE - 30 mg - Filmomhulde tablet;42
Zelitrex 500 mg, filmomhulde tabletten;VALACICLOVIR;500 mg;Filmomhulde tablet;VALACICLOVIR - 500 mg - Filmomhulde tablet;42
Sitagliptin SUN 100 mg, filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Sitagliptine STADA 100 mg, filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Azitromycine ratiopharm 500 mg, filmomhulde tabletten;AZITROMYCINE;500 mg;Filmomhulde tablet;AZITROMYCINE - 500 mg - Filmomhulde tablet;42
Capecitabine Accord 300 mg;CAPECITABINE;300 mg;Filmomhulde tablet;CAPECITABINE - 300 mg - Filmomhulde tablet;42
Januvia 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Tesavel 100 mg filmomhulde tablet;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Ecansya 150 mg, filmomhulde tabletten;CAPECITABINE;150 mg;Filmomhulde tablet;CAPECITABINE - 150 mg - Filmomhulde tablet;42
Frovatriptan DOC Generici 2,5 mg, filmomhulde tabletten;FROVATRIPTAN;2,5 mg;Filmomhulde tablet;FROVATRIPTAN - 2,5 mg - Filmomhulde tablet;42
Tavlesse 150 mg filmomhulde tabletten;FOSTAMATINIB;150 mg;Filmomhulde tablet;FOSTAMATINIB - 150 mg - Filmomhulde tablet;42
Daxas 500 microgram filmomhulde tabletten;ROFLUMILAST;500 mcg;Filmomhulde tablet;ROFLUMILAST - 500 mcg - Filmomhulde tablet;42
Rosuvastatine Denk 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Onglyza 2,5 mg, filmomhulde tabletten;SAXAGLIPTINE;2,5 mg;Filmomhulde tablet;SAXAGLIPTINE - 2,5 mg - Filmomhulde tablet;42
Crestor 40, filmomhulde tabletten 40 mg;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Amitriptyline BB 25 mg filmomhulde tabletten;AMITRIPTYLINE;25 mg;Filmomhulde tablet;AMITRIPTYLINE - 25 mg - Filmomhulde tablet;42
Lercanidipine Accord 10 mg filmomhulde tabletten;LERCANIDIPINE;10 mg;Filmomhulde tablet;LERCANIDIPINE - 10 mg - Filmomhulde tablet;42
Provisacor 40, filmomhulde tabletten 40 mg;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Lipitor 80, filmomhulde tabletten 80 mg;ATORVASTATINE;80 mg;Filmomhulde tablet;ATORVASTATINE - 80 mg - Filmomhulde tablet;42
Amitriptyline HCl Strides 10 mg filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Rosuvastatine Amarox 20 mg filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Coloxet 300 mg filmomhulde tabletten;CAPECITABINE;300 mg;Filmomhulde tablet;CAPECITABINE - 300 mg - Filmomhulde tablet;42
Rosuvastatine Teva 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Amitriptyline HCl CF 10 mg, filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Atorvastatine Centrient 10 mg, filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Norfloxacine CF 400 mg, omhulde tabletten;NORFLOXACINE;400 mg;Filmomhulde tablet;NORFLOXACINE - 400 mg - Filmomhulde tablet;42
Propofol BioQ Pharma 10 mg/ml, emulsie voor infusie in toedieningssysteem;PROPOFOL;10 mg/ml;Emulsie voor infusie;PROPOFOL - 10 mg/ml - Emulsie voor infusie;42
Atorvastatine Teva 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Azitromycine 250 mg Teva, filmomhulde tabletten;AZITROMYCINE;250 mg;Filmomhulde tablet;AZITROMYCINE - 250 mg - Filmomhulde tablet;42
Atorvastatine Centrient 40 mg, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Sitagliptine Amarox 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Atorvastatine Vivanta 40 mg, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Rosuvastatine Grünenthal 20, filmomhulde tabletten 20 mg;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Amitriptyline Expharma 75 mg filmomhulde tabletten;AMITRIPTYLINE;75 mg;Filmomhulde tablet;AMITRIPTYLINE - 75 mg - Filmomhulde tablet;42
Atorvastatine Pharmathen 40 mg filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Frovatriptan Teva 2,5 mg, filmomhulde tabletten;FROVATRIPTAN;2,5 mg;Filmomhulde tablet;FROVATRIPTAN - 2,5 mg - Filmomhulde tablet;42
Atorvastatine Aristo 40 mg, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Sitaglaza 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Atorvastatine Liconsa 30 mg filmomhulde tabletten;ATORVASTATINE;30 mg;Filmomhulde tablet;ATORVASTATINE - 30 mg - Filmomhulde tablet;42
Scandonest 3% zonder vasoconstrictor, oplossing voor injectie;MEPIVACAINE;3%;Oplossing voor injectie;MEPIVACAINE - 3% - Oplossing voor injectie;42
Capecitabine Glenmark 150 mg filmomhulde tabletten;CAPECITABINE;150 mg;Filmomhulde tablet;CAPECITABINE - 150 mg - Filmomhulde tablet;42
Nortriptyline Mylan 25 mg, filmomhulde tabletten;NORTRIPTYLINE;25 mg;Filmomhulde tablet;NORTRIPTYLINE - 25 mg - Filmomhulde tablet;42
Budesonide Sandoz 0,5 mg/ml, vernevelsuspensie in ampul;BUDESONIDE;0,5 mg/ml;Vernevelsuspensie;BUDESONIDE - 0,5 mg/ml - Vernevelsuspensie;42
Atorvastatine Mylan 40 mg, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Teriflunomide Abdi14 mg filmomhulde tabletten;TERIFLUNOMIDE;14 mg;Filmomhulde tablet;TERIFLUNOMIDE - 14 mg - Filmomhulde tablet;42
Zomig-2,5, filmomhulde tabletten 2,5 mg;ZOLMITRIPTAN;2,5 mg;Filmomhulde tablet;ZOLMITRIPTAN - 2,5 mg - Filmomhulde tablet;42
Carbidopa/Levodopa Fair-Med 10 mg/100 mg tabletten;CARBIDOPA/LEVODOPA;10 mg/100 mg;Tablet;CARBIDOPA/LEVODOPA - 10 mg/100 mg - Tablet;42
Bicalutamide Accord 150 mg filmomhulde tabletten;BICALUTAMIDE;150 mg;Filmomhulde tablet;BICALUTAMIDE - 150 mg - Filmomhulde tablet;42
Carvedilol Aurobindo 3,125 mg, filmomhulde tabletten;CARVEDILOL;3,125 mg;Filmomhulde tablet;CARVEDILOL - 3,125 mg - Filmomhulde tablet;42
Atorvastatine 40 mg Liconsa, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Coloxet 150 mg filmomhulde tabletten;CAPECITABINE;150 mg;Filmomhulde tablet;CAPECITABINE - 150 mg - Filmomhulde tablet;42
Rosuvastatine MSN 40 mg filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Spironolacton Aurobindo 50 mg, tabletten;SPIRONOLACTON;50 mg;Filmomhulde tablet;SPIRONOLACTON - 50 mg - Filmomhulde tablet;42
Rosuvastatine Xiromed 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Acecort 10 mg, filmomhulde tabletten;HYDROCORTISON;10 mg;Filmomhulde tablet;HYDROCORTISON - 10 mg - Filmomhulde tablet;42
Zithromax 250, tabletten 250 mg;AZITROMYCINE;250 mg;Filmomhulde tablet;AZITROMYCINE - 250 mg - Filmomhulde tablet;42
Atorvastatine Centrient 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Atorvastatine Viatris 20 mg, filmomhulde tabletten;ATORVASTATINE;20 mg;Filmomhulde tablet;ATORVASTATINE - 20 mg - Filmomhulde tablet;42
Atorvastatine Teva 10 mg, filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Frovatriptan Prolepha 2,5 mg, filmomhulde tablet;FROVATRIPTAN;2,5 mg;Filmomhulde tablet;FROVATRIPTAN - 2,5 mg - Filmomhulde tablet;42
Rosuvastatine Teva 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Amitriptyline BB 10 mg filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Propofol Baxter 10 mg/ml, emulsie voor injectie of infusie;PROPOFOL;10 mg/ml;Emulsie voor infusie;PROPOFOL - 10 mg/ml - Emulsie voor infusie;42
Sitagliptine Diagonalis 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Anau 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Briviact 100 mg, filmomhulde tabletten;BRIVARACETAM;100 mg;Filmomhulde tablet;BRIVARACETAM - 100 mg - Filmomhulde tablet;42
TRUQAP 160 mg filmomhulde tabletten;CAPIVASERTIB;160 mg;Filmomhulde tablet;CAPIVASERTIB - 160 mg - Filmomhulde tablet;42
Natriumthiosulfaat Hope 250 mg/ml, oplossing voor injectie;THIO;250 mg/ml;Oplossing voor injectie;THIO - 250 mg/ml - Oplossing voor injectie;42
Capecitabine Sandoz 150 mg, filmomhulde tabletten;CAPECITABINE;150 mg;Filmomhulde tablet;CAPECITABINE - 150 mg - Filmomhulde tablet;42
Capecitabine medac 300 mg filmomhulde tablet;CAPECITABINE;300 mg;Filmomhulde tablet;CAPECITABINE - 300 mg - Filmomhulde tablet;42
Capecitabine Teva 500 mg filmomhulde tabletten;CAPECITABINE;500 mg;Filmomhulde tablet;CAPECITABINE - 500 mg - Filmomhulde tablet;42
Nortrilen 25 mg, tabletten;NORTRIPTYLINE;25 mg;Filmomhulde tablet;NORTRIPTYLINE - 25 mg - Filmomhulde tablet;42
Atorvastatine Pharmathen 80 mg filmomhulde tabletten;ATORVASTATINE;80 mg;Filmomhulde tablet;ATORVASTATINE - 80 mg - Filmomhulde tablet;42
Sitagliptine Mylan 100 mg, filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Teriflunomide Teva 14 mg, filmomhulde tabletten;TERIFLUNOMIDE;14 mg;Filmomhulde tablet;TERIFLUNOMIDE - 14 mg - Filmomhulde tablet;42
Rosuvastatine Aristo 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Rosuvastatine Umedica 20 mg filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Hydrocortison Tiofarma 10 mg, filmomhulde tabletten;HYDROCORTISON;10 mg;Filmomhulde tablet;HYDROCORTISON - 10 mg - Filmomhulde tablet;42
Teriflunomide Devatis 14 mg, filmomhulde tabletten;TERIFLUNOMIDE;14 mg;Filmomhulde tablet;TERIFLUNOMIDE - 14 mg - Filmomhulde tablet;42
Rosuvastatine Xiromed 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Atorvastatine Teva 80 mg, filmomhulde tabletten;ATORVASTATINE;80 mg;Filmomhulde tablet;ATORVASTATINE - 80 mg - Filmomhulde tablet;42
Rosuvastatine Mylan 40 mg, filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Azitromycine Viatris 500 mg, filmomhulde tabletten;AZITROMYCINE;500 mg;Filmomhulde tablet;AZITROMYCINE - 500 mg - Filmomhulde tablet;42
Zelitrex 250 mg, filmomhulde tabletten;VALACICLOVIR;250 mg;Filmomhulde tablet;VALACICLOVIR - 250 mg - Filmomhulde tablet;42
Frekidir 100 mg filmomhulde tabletten;SITAGLIPTINE;100 mg;Filmomhulde tablet;SITAGLIPTINE - 100 mg - Filmomhulde tablet;42
Nortriptyline BB 10 mg filmomhulde tabletten;NORTRIPTYLINE;10 mg;Filmomhulde tablet;NORTRIPTYLINE - 10 mg - Filmomhulde tablet;42
Levodopa/Benserazide 100/25 PCH, capsules 100/25 mg;BENSERAZIDE/LEVODOPA;100/25 mg;Capsule;BENSERAZIDE/LEVODOPA - 100/25 mg - Capsule;42
Hydrocortison Teva 20 mg, filmomhulde tabletten;HYDROCORTISON;20 mg;Filmomhulde tablet;HYDROCORTISON - 20 mg - Filmomhulde tablet;42
Orvasta 10 mg, filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Cisordinol 25, tabletten 25 mg;ZUCLOPENTIXOL;25 mg;Filmomhulde tablet;ZUCLOPENTIXOL - 25 mg - Filmomhulde tablet;42
VALACICLOVIR 500 mg PCH, filmomhulde tabletten;VALACICLOVIR;500 mg;Filmomhulde tablet;VALACICLOVIR - 500 mg - Filmomhulde tablet;42
Rosuvastatine SUN 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Almogran 12,5 mg, filmomhulde tablet;ALMOTRIPTAN;12,5 mg;Filmomhulde tablet;ALMOTRIPTAN - 12,5 mg - Filmomhulde tablet;42
Propofol Spiva 20 mg/ml, emulsie voor injectie of infusie;PROPOFOL;20 mg/ml;Emulsie voor infusie;PROPOFOL - 20 mg/ml - Emulsie voor infusie;42
Azitromycine CF 500 mg, filmomhulde tabletten;AZITROMYCINE;500 mg;Filmomhulde tablet;AZITROMYCINE - 500 mg - Filmomhulde tablet;42
Rosuvastatine Accord 20 mg filmomhulde tabletten;ROSUVASTATINE;20 mg;Filmomhulde tablet;ROSUVASTATINE - 20 mg - Filmomhulde tablet;42
Rosuvastatine Biocon 10 mg filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Metronidazol Auro 250 mg, filmomhulde tabletten;METRONIDAZOL;250 mg;Filmomhulde tablet;METRONIDAZOL - 250 mg - Filmomhulde tablet;42
Lercanidipine HCl Viatris 10 mg, filmomhulde tabletten;LERCANIDIPINE;10 mg;Filmomhulde tablet;LERCANIDIPINE - 10 mg - Filmomhulde tablet;42
Nortriptyline Double-e Pharma 25 mg, filmomhulde tabletten;NORTRIPTYLINE;25 mg;Filmomhulde tablet;NORTRIPTYLINE - 25 mg - Filmomhulde tablet;42
Rosuvastatine Grünenthal 40, filmomhulde tabletten 40 mg;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Amitriptyline HCl Auro 10 mg, filmomhulde tabletten;AMITRIPTYLINE;10 mg;Filmomhulde tablet;AMITRIPTYLINE - 10 mg - Filmomhulde tablet;42
Valaciclovir Sandoz 500 mg, filmomhulde tabletten;VALACICLOVIR;500 mg;Filmomhulde tablet;VALACICLOVIR - 500 mg - Filmomhulde tablet;42
Rosuvastatine Glenmark 10 mg filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Atorvastatine Sandoz 40 mg, filmomhulde tabletten;ATORVASTATINE;40 mg;Filmomhulde tablet;ATORVASTATINE - 40 mg - Filmomhulde tablet;42
Cisordinol 10, tabletten 10 mg;ZUCLOPENTIXOL;10 mg;Filmomhulde tablet;ZUCLOPENTIXOL - 10 mg - Filmomhulde tablet;42
Atorvastatine CF 10 mg, filmomhulde tabletten;ATORVASTATINE;10 mg;Filmomhulde tablet;ATORVASTATINE - 10 mg - Filmomhulde tablet;42
Rosuvastatine Accord 40 mg filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Propofol BioQ Pharma 20 mg/ml emulsie voor injectie of infusie;PROPOFOL;20 mg/ml;Emulsie voor infusie;PROPOFOL - 20 mg/ml - Emulsie voor infusie;42
Rosuvastatine Umedica 40 mg filmomhulde tabletten;ROSUVASTATINE;40 mg;Filmomhulde tablet;ROSUVASTATINE - 40 mg - Filmomhulde tablet;42
Rosuvastatine Macleods 10 mg, filmomhulde tabletten;ROSUVASTATINE;10 mg;Filmomhulde tablet;ROSUVASTATINE - 10 mg - Filmomhulde tablet;42
Azitromycine Viatris 250 mg, filmomhulde tabletten;AZITROMYCINE;250 mg;Filmomhulde tablet;AZITROMYCINE - 250 mg - Filmomhulde tablet;42
Teriflunomide Vivanta 14 mg filmomhulde tabletten;TERIFLUNOMIDE;14 mg;Filmomhulde tablet;TERIFLUNOMIDE - 14 mg - Filmomhulde tablet;42
Azitromycine 500 mg Teva, filmomhulde tabletten;AZITROMYCINE;500 mg;Filmomhulde tablet;AZITROMYCINE - 500 mg - Filmomhulde tablet;42
