PRESCRIBING_PRODUCT;AFLEVERSTATUS
AMLODIPINE/ATORVASTATINE/CANDESARTAN - 16 mg/5 mg/20 mg - Tablet;Uitsluitend recept
TACROLIMUS - 2 mg - Capsule met verlengde afgifte;Uitsluitend recept
BETAMETHASON/CALCIPOTRIOL - 50 microgram/0,5 mg/g - Gel;Uitsluitend recept
FENTANYL - 37 µg/uur - Pleister voor transdermaal gebruik;Uitsluitend recept
LEVOTHYROXINE - 75 microgram - Tablet;Uitsluitend recept
LURASIDON - 74 mg - Filmomhulde tablet;Uitsluitend recept
POVIDON K 25 (E 1201) - 2% - Oogdruppels;Uitsluitend recept
VERAPAMIL - 240 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
MELOXICAM - 15 mg - Tablet;Uitsluitend recept
UROKINASE - 100.000 IE - Poeder voor oplossing voor infusie;Uitsluitend recept
BETAMETHASON - 1 mg/g - Emulsie voor cutaan gebruik;Uitsluitend recept
HYDROCHLOORTHIAZIDE/TELMISARTAN - 80/25 mg - Omhulde tablet;Uitsluitend recept
DOBUTAMINE - 12,5 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
RIVAROXABAN - 15 mg - Capsule;Uitsluitend recept
GLICLAZIDE - 80 mg - Tablet met verlengde afgifte;Uitsluitend recept
(E 170)/CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM -  - Bruisgranulaat;Uitsluitend recept
ATENOLOL/CHLOORTALIDON - 50/12,5 mg - Filmomhulde tablet;Uitsluitend recept
NICARDIPINE - 1 mg/ml - Oplossing voor infusie;Uitsluitend recept
ATORVASTATINE - 30 mg - Filmomhulde tablet;Uitsluitend recept
BUDESONIDE - 3 mg - Capsule met verlengde afgifte;Uitsluitend recept
TACROLIMUS - 5 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
TELMISARTAN - 20mg - Tablet;Uitsluitend recept
CARBOPLATINE - 10 mg/ml - Oplossing voor infusie;Uitsluitend recept
CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM/ALENDRONAAT - 70 mg/2800 IE - Tablet;Uitsluitend recept
BUPRENORFINE - 35 microgram/uur - Pleister voor transdermaal gebruik;Uitsluitend recept
FLURAZEPAM MONO - 13,7 mg - Capsule;Uitsluitend recept
FUSIDAAT - 20 mg/g - Zalf;Uitsluitend recept
OLANZAPINE - 7,5 mg - Filmomhulde tablet;Uitsluitend recept
(C2H3O2)-/(CL-)/GLUCONAAT (C6H1107)-/(K+)/(E 508)/(MG2+) /(E 511)/(NA+) /(E 262)//GLUCONAAT (E 576) -  - Oplossing voor infusie;Uitsluitend recept
GADOBENAAT DIMEGLUMINE - 529 mg/ml - Oplossing voor injectie;Uitsluitend recept
FOSFOR/GLYCERO-/(NA+) - 20 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
FLUCLOXACILLINE - 250 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
A-THAILAND-8-2022 (H3N2)-ACHTIGE STAM (A-CALIFORNIA-122-2022, SAN-022)/A-VICTORIA-4897-2022 (H1N1)PDM09-ACHTIGE STAM (A-VICTORIA-4897-2022, IVR-238)/B-AUSTRIA-1359417-2021-ACHTIGE STAM (B-MICHIGAN-01-2021, wild type)/B-PHUKET-3073-2013-ACHTIGE STAM (B-PHUKET-3073-2013, wild type) -  - Suspensie voor injectie;Uitsluitend recept
CHLOORHEXIDINE -  - Blaasspoeling;Uitsluitend recept
TADALAFIL - 10 mg - Capsule;Uitsluitend recept
WATER VOOR INJECTIE - 100% - Oplosmiddel voor parenteraal gebruik;Uitsluitend recept
BISOPROLOL - 1,25 mg - Tablet;Uitsluitend recept
FOLLIKEL-STIMULEREND HORMOON/HUMAAN MENOPAUZAAL GONADOTROFINE/LUTEÏNISEREND HORMOON - 75 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
ATENOLOL - 25 mg - Tablet;Uitsluitend recept
TRIAMCINOLONACETONIDE - 0,1% - Crème;Uitsluitend recept
ALENDRONAAT - 10 mg - Tablet;Uitsluitend recept
ESTRADIOL/NOMEGESTROL - 2,5 mg/1,5 mg - Filmomhulde tablet;Uitsluitend recept
NAFARELINE - 200 microgram - Neusspray;Uitsluitend recept
ATENOLOL/CHLOORTALIDON - 100/25 mg - Filmomhulde tablet;Uitsluitend recept
GEMCITABINE - 200 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
GRANISETRON - 1 mg - Filmomhulde tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/VALSARTAN - 160/12,5 mg - Filmomhulde tablet;Uitsluitend recept
DESOGESTREL - 75 microgram - Filmomhulde tablet;Uitsluitend recept
DESMOPRESSINE - 0,1 mg - Tablet;Uitsluitend recept
AMOXICILLINE - 500 mg - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
GANCICLOVIR - 500 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
IOHEXOL - 140 mg - Oplossing voor injectie;Uitsluitend recept
PAMIDRONINEZUUR - 3 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
BUPRENORFINE - 0,4 mg - Tablet voor sublinguaal gebruik;Uitsluitend recept
LYSINEACETYLSALICYLAAT - 500 mg/5 ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
MIDAZOLAM - 5 mg/ml - Oplossing voor injectie;Uitsluitend recept
FACTOR II, HUMAAN/FACTOR IX, HUMAAN/FACTOR VII, HUMAAN/FACTOR X, HUMAAN/PROTEÏNE C, HUMAAN/PROTEÏNE S, HUMAAN - 500 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
SPIRONOLACTON - 25 mg - Filmomhulde tablet;Uitsluitend recept
CLOSTRIDIUM BOTULINE NEUROTOXINE TYPE A, Vrij van complexerende proteïnen - 50 eenheden - Poeder voor oplossing voor injectie;Uitsluitend recept
FOSINOPRIL - 20 mg - Tablet;Uitsluitend recept
HYDROCORTISON - 10 mg - Filmomhulde tablet;Uitsluitend recept
IOHEXOL - 240 mg - Oplossing voor injectie;Uitsluitend recept
LEVOTHYROXINE - 125 microgram - Capsule;Uitsluitend recept
PROPRANOLOL - 10 mg - Filmomhulde tablet;Uitsluitend recept
TRABECTEDINE - 1 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
DIGOXINE - 0,125 mg - Tablet;Uitsluitend recept
NITROPRUSSIDE - 60 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
EZETIMIB - 10 mg - Omhulde tablet;Uitsluitend recept
(E 170)/CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM - 500 mg/800 IE - Filmomhulde tablet;Uitsluitend recept
CLOZAPINE - 12,5 mg - Orodispergeerbare tablet;Uitsluitend recept
FACTOR VIII, HUMAAN - 100 IE/ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM - 1000 IE - Tablet;Uitsluitend recept
COLISTIMETHAAT  (Component A en B) - 000.000 IE - Poeder voor verneveloplossing;Uitsluitend recept
TEMOZOLOMIDE - 140mg - Capsule;Uitsluitend recept
TOPOTECAN - 4 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
FERRO - 200 mg - Tablet;Uitsluitend recept
ONDANSETRON - 8 mg - Filmomhulde tablet;Uitsluitend recept
LIDOCAÏNE/TETRACAÏNE - 70 mg/g - Crème;Uitsluitend recept
IMATINIB - 600 mg - Filmomhulde tablet;Uitsluitend recept
TEICOPLANINE - 200 mg - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
ATORVASTATINE/PERINDOPRIL - 40 mg/5 mg - Capsule;Uitsluitend recept
PNEUMOKOKKEN, POLYSACHARIDE, GEZUIVERD, POLYVALENT -  - Oplossing voor injectie;Uitsluitend recept
AMLODIPINE/ATORVASTATINE/CANDESARTAN - 16 mg/10 mg/20 mg - Tablet;Uitsluitend recept
ACETYLCYSTEÏNE - 100 mg/ml - Oplossing voor inhalatiedamp;Uitsluitend recept
ACECLOFENAC - 100 mg - Filmomhulde tablet;Uitsluitend recept
BACLOFEN - 0,05 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
LEVOTHYROXINE - 0,05 mg - Tablet;Uitsluitend recept
GLATIRAMEER - 20 mg/ml - Oplossing voor injectie;Uitsluitend recept
LANSOPRAZOL - 30 mg - Maagsapresistente capsule;Uitsluitend recept
CHOLECALCIFEROL - 25.000 IE/ 2,5 ml - Druppels voor oraal gebruik;Uitsluitend recept
LAMOTRIGINE - 100 mg - Kauwtablet;Uitsluitend recept
ALPRAZOLAM - 0,25 mg - Tablet;Uitsluitend recept
ENOXAPARINE - 6.000 IE - Oplossing voor injectie;Uitsluitend recept
IBUPROFEN - 400 mg - Capsule;Uitsluitend recept
ERYTROMYCINE STEARAAT - 250 mg - Omhulde tablet;Uitsluitend recept
SELENIET/FLUORIDE (F-)/JODIDE (I-)/JODIDE/KOPER (Cu2+)/KOPER/MANGAAN (Mn2+)/MANGAAN/FLUORIDE/SELENIET (SeO3)2-/ZINK (Zn2+)/ZINK -  - Concentraat voor oplossing voor infusie;Uitsluitend recept
HYDROCORTISON/NATAMYCINE (E 235)/NEOMYCINE - 10 mg/g - Gel;Uitsluitend recept
DINOPROSTON - 10 mg - Hulpmiddel voor vaginaal gebruik;Uitsluitend recept
TRIPTORELINE - 0,1 mg/1 ml - Oplossing voor injectie;Uitsluitend recept
BECLOMETASON - 157 microgram - Inhalatiepoeder in harde capsule;Uitsluitend recept
LEVOBUPIVACAÏNE - 2,5 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
OLANZAPINE - 20 mg - Orodispergeerbare tablet;Uitsluitend recept
UROKINASE - 10.000 IE - Poeder voor oplossing voor infusie;Uitsluitend recept
INDOMETACINE - 50 mg - Capsule;Uitsluitend recept
TRIAMCINOLONACETONIDE - 1 mg/g - Crème;Uitsluitend recept
LIDOCAÏNE - 700 mg - Pleister;Uitsluitend recept
BETAMETHASON - 1 mg/g - Vloeistof voor cutaan gebruik;Uitsluitend recept
LEVOMENTHOL (L- Vorm)/SOLUTIO CARBONIS DETERGENS -  - Shampoo;Uitsluitend recept
IPRATROPIUM/SALBUTAMOL - 0,5 mg/2,5 mg - Verneveloplossing;Uitsluitend recept
MORFINE - 10 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
(E 170)/CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM - 1000 mg/880 IE - Kauwtablet;Uitsluitend recept
FLUTICASON/SALMETEROL - 50 microgram/100 microgram/dosis - Inhalatiepoeder;Uitsluitend recept
PEMETREXED - 10 mg/ml - Oplossing voor infusie;Uitsluitend recept
BECLOMETASON - 200 microgram/dosis - Aërosol;Uitsluitend recept
HYDROCHLOORTHIAZIDE/LOSARTAN - 100 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
LEVENDE, GEVRIESDROOGDE KIEMEN VAN DE CALMETTE-GUERIN STAM -  - Poeder voor blaasspoeling;Uitsluitend recept
RISEDRONAAT/RISEDRONINEZUUR - 35 mg - Filmomhulde tablet;Uitsluitend recept
NITRAZEPAM - 5 mg - Tablet;Uitsluitend recept
FLUVASTATINE - 40 mg - Capsule;Uitsluitend recept
ENZALUTAMIDE - 40 mg - Capsule;Uitsluitend recept
MIDAZOLAM - 15 mg - Filmomhulde tablet;Uitsluitend recept
TETANUSTOXOÏDE, GEADSORBEERD, GEINACTIVEERD - 40 IE - Suspensie voor injectie;Uitsluitend recept
AGOMELATINE CITROENZUUR - 25 mg - Filmomhulde tablet;Uitsluitend recept
ESOMEPRAZOL - 20 mg - Maagsapresistente tablet;Uitsluitend recept
ETHINYLESTRADIOL/GESTODEEN - 0,020/0,075 mg - Omhulde tablet;Uitsluitend recept
FESOTERODINE - 8 mg - Tablet met verlengde afgifte;Uitsluitend recept
GEMCITABINE - 1500 mg - Oplossing voor infusie;Uitsluitend recept
FLUOROURACIL - 50 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/LACTAAT (R,S) (-)/(MG2+) /(E 511)/(NA+)//LACTAAT (R,S) (E 325)/(E 500 (II))/(HCO3-) - 40 G - Oplossing voor peritoneale dialyse;Uitsluitend recept
DULOXETINE - 20 mg - Maagsapresistente capsule;Uitsluitend recept
SALBUTAMOL - 1 mg/ml - Verneveloplossing;Uitsluitend recept
TRI  (E 331) - 136 mmol/l - Oplossing voor infusie;Uitsluitend recept
ATORVASTATINE/PERINDOPRIL - 40 mg/10 mg - Capsule;Uitsluitend recept
HYDROCORTISON/OXYTETRACYCLINE/POLYMYXINE B -  - Oogzalf;Uitsluitend recept
ATRACURIUM - 10 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
GABAPENTINE - 600 mg - Tablet;Uitsluitend recept
PIVMECILLINAM - 400 mg - Filmomhulde tablet;Uitsluitend recept
(E 508) - 14,9% - Concentraat voor oplossing voor infusie;Uitsluitend recept
LURASIDON - 18,5 mg - Filmomhulde tablet;Uitsluitend recept
EPOËTINE BETA - 2000 IE - Oplossing voor injectie;Uitsluitend recept
OMALIZUMAB - 150 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
TOBRAMYCINE - 28 mg - Inhalatiepoeder in harde capsule;Uitsluitend recept
SIMOCTOCOG ALFA - 4000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
ADALIMUMAB - 20 mg - Oplossing voor injectie;Uitsluitend recept
DARBEPOETINE ALFA - 30 microgram - Oplossing voor injectie;Uitsluitend recept
RANOLAZINE - 375 mg - Tablet met verlengde afgifte;Uitsluitend recept
DACOMITINIB - 45 mg - Filmomhulde tablet;Uitsluitend recept
PEGINTERFERON ALFA-2A - 180 microgram - Oplossing voor injectie;Uitsluitend recept
DAPAGLIFLOZINEPROPAANDIOL/METFORMINE - 5 mg/850 mg - Filmomhulde tablet;Uitsluitend recept
INFLUENZAVACCIN A-VIETNAM-1194-2004 NIBRG-14 (H5N1), GEINACTIVEERD, SPLITVACCIN -  - Suspensie voor injectie;Uitsluitend recept
BORTEZOMIB - 1 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
MIDODRINE - 2,5 mg - Tablet;Uitsluitend recept
TUROCTOCOG ALFA - 250 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DASATINIB - 10 mg/ml - Poeder voor orale suspensie;Uitsluitend recept
ROPEGINTERFERON ALFA-2B - 500 microgram/0,5 ml - Oplossing voor injectie;Uitsluitend recept
RISDIPLAM - 0,75mg/ml - Poeder voor oraal gebruik;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 50 mg/12,5mg/200 mg - Filmomhulde tablet;Uitsluitend recept
IBRUTINIB - 140 mg - Capsule;Uitsluitend recept
GUANFACINE - 4 mg - Tablet met verlengde afgifte;Uitsluitend recept
LIRAGLUTIDE - 6 mg/ml - Oplossing voor injectie;Uitsluitend recept
FLUTEMETAMOL [18F] - 400 MBq/ml - Oplossing voor injectie;Uitsluitend recept
FENOTEROL/IPRATROPIUM - 20 microgram/ 50 microgram - Inhalatieoplossing;Uitsluitend recept
SARILUMAB - 200 mg - Oplossing voor injectie;Uitsluitend recept
METHYLPREDNISOLON - 16 mg - Tablet;Uitsluitend recept
EDOXABANTOSILAAT - 30 mg - Filmomhulde tablet;Uitsluitend recept
IVACAFTOR - 150 mg - Filmomhulde tablet;Uitsluitend recept
BOSUTINIB - 100 mg - Filmomhulde tablet;Uitsluitend recept
TOLVAPTAN - 7,5 mg - Tablet;Uitsluitend recept
CIPROFLOXACINE - 100 mg - Filmomhulde tablet;Uitsluitend recept
EPOËTINE ZETA - 1.000 IE/0,3 ml - Oplossing voor injectie;Uitsluitend recept
IBANDRONAAT - 3 mg - Oplossing voor injectie;Uitsluitend recept
BRIVARACETAM - 10 mg - Filmomhulde tablet;Uitsluitend recept
EPOËTINE ZETA - 40000 IE/ml - Oplossing voor injectie;Uitsluitend recept
GUANFACINE - 3 mg - Tablet met verlengde afgifte;Uitsluitend recept
LEVETIRACETAM - 1500 mg - Filmomhulde tablet;Uitsluitend recept
RUXOLITINIB - 20 mg - Tablet;Uitsluitend recept
CAPIVASERTIB - 200 mg - Filmomhulde tablet;Uitsluitend recept
DARUNAVIR - 300 mg - Filmomhulde tablet;Uitsluitend recept
PEGCETACOPLAN - 1080 mg - Oplossing voor infusie;Uitsluitend recept
OLANZAPINEPAMOATINEZUUR - 210 mg - Poeder en oplosmiddel voor suspensie voor injectie met verlengde afgifte;Uitsluitend recept
CHOLECALCIFEROL - 100.000 IE - Capsule;Uitsluitend recept
OPICAPON - 25 mg - Capsule;Uitsluitend recept
TEDUGLUTIDE - 5 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
FENYL - 483 mg/g - Granulaat;Uitsluitend recept
OMALIZUMAB - 150 mg - Oplossing voor injectie;Uitsluitend recept
RISANKIZUMAB - 75 mg - Oplossing voor injectie;Uitsluitend recept
NONACOG ALFA - 3000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DINUTUXIMAB BETA - 4.5 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
BROMELAÏNE, CONCENTRAAT VERRIJKT MET PROTEOLYTISCHE ENZYMEN - 2 g - Gel;Uitsluitend recept
PRUCALOPRIDE - 2 mg - Filmomhulde tablet;Uitsluitend recept
BUDESONIDE/FORMOTEROL - 160 microgram/4,5 microgram - Inhalatiepoeder;Uitsluitend recept
FOSAMPRENAVIR - 50 mg/ml - Suspensie voor oraal gebruik;Uitsluitend recept
SELEXIPAG - 200 microgram - Filmomhulde tablet;Uitsluitend recept
FIDAXOMICINE - 40 mg/ml - Granulaat voor orale suspensie;Uitsluitend recept
ACLIDINIUM/FORMOTEROL - 340 microgram/12 microgram - Inhalatiepoeder;Uitsluitend recept
NONACOG ALFA - 500 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
IBANDRONAAT - 2 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
FLORBETAPIR (F18) - 1900 MBq/ml - Oplossing voor injectie;Uitsluitend recept
EPOËTINE ALFA - 7000 IE/0,7 ml - Oplossing voor injectie;Uitsluitend recept
OBETICHOLZUUR - 5 mg - Filmomhulde tablet;Uitsluitend recept
LETERMOVIR - 240 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
LEBRIKIZUMAB - 250 mg - Oplossing voor injectie;Uitsluitend recept
FOSAPREPITANTDIMEGLUMINE - 150 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
EPOËTINE ALFA - 0.50 ml - Oplossing voor injectie;Uitsluitend recept
PARICALCITOL - 1 microgram - Capsule;Uitsluitend recept
RALTEGRAVIR - 600 mg - Filmomhulde tablet;Uitsluitend recept
OCRIPLASMINE - 0,5 mg/0,2 ml - Oplossing voor injectie;Uitsluitend recept
CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM/ALENDRONAAT - 70mg/5600 IE - Tablet;Uitsluitend recept
LACOSAMIDE - 10 mg/ml - Oplossing voor infusie;Uitsluitend recept
ADALIMUMAB - 40 mg/0,8 ml - Oplossing voor injectie;Uitsluitend recept
DULAGLUTIDE - 3 mg - Oplossing voor injectie;Uitsluitend recept
INSULINE GLARGINE/LIXISENATIDE/METHIONINE, (L-) - 100 eenheden/ml - Oplossing voor injectie;Uitsluitend recept
CARIPRAZINE - 1.5 mg - Capsule;Uitsluitend recept
INTERFERON BETA-1B - 250 microgram/ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
INSULINE ASPART/INSULINE DEGLUDEC - 100 eenheden/ml - Oplossing voor injectie;Uitsluitend recept
MIRABEGRON - 50 mg - Tablet met verlengde afgifte;Uitsluitend recept
GLOFITAMAB - 2,5 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
TELOTRISTATETIPRAAT - 250 mg - Filmomhulde tablet;Uitsluitend recept
INSULINE HUMAAN - 100 internationale eenheden/ml - Suspensie voor injectie;Uitsluitend recept
ODEVIXIBAT - 600 microgram - Capsule;Uitsluitend recept
MARIBAVIR - 200 mg - Filmomhulde tablet;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 125/31,25/200 mg - Filmomhulde tablet;Uitsluitend recept
ARIPIPRAZOL - 720 mg - Suspensie voor injectie met verlengde afgifte;Uitsluitend recept
FILGRASTIM - 0,8ml - Oplossing voor injectie of infusie;Uitsluitend recept
FACTOR VIII, rDNA HUMAAN COAGULATIEFACTOR VIII, SUCROSE GEFORMULEERD (rFVIII-FS)(Bayer) - 1000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DEFERASIROX - 90 mg - Granulaat;Uitsluitend recept
ASCIMINIB - 40mg - Filmomhulde tablet;Uitsluitend recept
TUROCTOCOG ALFA - 2.000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DABIGATRAN - 110 mg - Omhuld granulaat;Uitsluitend recept
TACROLIMUS - 0.5 mg - Capsule met verlengde afgifte;Uitsluitend recept
CABAZITAXELACETONSOLVAAT - 60 mg/1,5 ml - Concentraat en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
DEFERASIROX - 360 mg - Granulaat;Uitsluitend recept
EPOËTINE ALFA - 30000 IE/0,75 ml - Oplossing voor injectie;Uitsluitend recept
PALIPERIDONPALMITAAT - 75 mg - Suspensie voor injectie met verlengde afgifte;Uitsluitend recept
RIOCIGUAT - 0,5 mg - Filmomhulde tablet;Uitsluitend recept
CENEGERMINE - 20 microgram/ml - Oogdruppels;Uitsluitend recept
PITOLISANT - 4,5 mg - Filmomhulde tablet;Uitsluitend recept
METRELEPTINE - 11.3 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
LISDEXAMFETAMINE - 10 mg/ml - Drank;Uitsluitend recept
DOPAMINE - 4,5 mg/ml - Oplossing voor infusie;Uitsluitend recept
MITAPIVAT 0,5- - 20 mg - Filmomhulde tablet;Uitsluitend recept
STIRIPENTOL - 500 mg - Capsule;Uitsluitend recept
SOMATROPINE - 5 mg/ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
TACROLIMUS - 0.2 mg - Granulaat voor orale suspensie;Uitsluitend recept
MARAVIROC - 75 mg - Filmomhulde tablet;Uitsluitend recept
PASIREOTIDEPAMOAAT - 40 mg - Poeder en oplosmiddel voor suspensie voor injectie;Uitsluitend recept
OBETICHOLZUUR - 10 mg - Filmomhulde tablet;Uitsluitend recept
HISTAMINE - 0,5 mg/0,5 ml - Oplossing voor injectie;Uitsluitend recept
VERICIGUAT - 5 mg - Filmomhulde tablet;Uitsluitend recept
DAPAGLIFLOZINEPROPAANDIOL - 5 mg - Filmomhulde tablet;Uitsluitend recept
EPOËTINE ALFA - 1000 IE - Oplossing voor injectie;Uitsluitend recept
BLINATUMOMAB -  - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
LEVOFLOXACINE - 240 mg - Verneveloplossing;Uitsluitend recept
SETMELANOTIDE - 10 mg/ml - Oplossing voor injectie;Uitsluitend recept
DESMOPRESSINE - 120 microgram - Tablet voor sublinguaal gebruik;Uitsluitend recept
LONAPEGSOMATROPINE - 13,3 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
VELAGLUCERASE ALFA - 400 eenheden - Poeder en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
BULEVIRTIDE - 2 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
ANAGRELIDE - 0.5 mg - Capsule;Uitsluitend recept
VANDETANIB - 100 mg - Filmomhulde tablet;Uitsluitend recept
MOMELOTINIB - 150 mg - Filmomhulde tablet;Uitsluitend recept
SACUBITRIL/SACUBITRIL VALSARTAN TRI/VALSARTAN - 6 mg/6 mg - Omhuld granulaat;Uitsluitend recept
USTEKINUMAB - 90 mg - Oplossing voor injectie;Uitsluitend recept
LARONIDASE - 5 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
EPTACOG ALFA (GEACTIVEERD) - 5 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
AMLODIPINE/TELMISARTAN - 80 mg/5 mg - Tablet;Uitsluitend recept
AMLODIPINE/TELMISARTAN - 80 mg/10 mg - Tablet;Uitsluitend recept
PITAVASTATINE - 4 mg - Filmomhulde tablet;Uitsluitend recept
METHYLNALTREXON - 12 mg - Oplossing voor injectie;Uitsluitend recept
PEGVISOMANT - 20 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
VADADUSTAT - 450 mg - Filmomhulde tablet;Uitsluitend recept
VENETOCLAX - 100 mg - Filmomhulde tablet;Uitsluitend recept
BUROSUMAB - 30 mg - Oplossing voor injectie;Uitsluitend recept
CANGRELOR TETRA - 50 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
INSULINE GLARGINE -  - Oplossing voor injectie;Uitsluitend recept
ABATACEPT - 50 mg - Oplossing voor injectie;Uitsluitend recept
SECUKINUMAB - 150 mg - Oplossing voor injectie;Uitsluitend recept
PALBOCICLIB - 100 mg - Capsule;Uitsluitend recept
LEVEND VERZWAKT V.CHOLERA SEROTYPE O1 INABA, STAM CVD 103-HGR -  - Poeder voor orale suspensie;Uitsluitend recept
AMMONIA (E 527)/RALTEGRAVIR - 100 mg - Filmomhulde tablet;Uitsluitend recept
(E 508)/MACROGOL 3350//(E 500 (II)) - 13,7 g - Poeder voor drank;Uitsluitend recept
RALOXIFEEN - 60 mg - Filmomhulde tablet;Uitsluitend recept
TASIMELTEON - 20 mg - Capsule;Uitsluitend recept
BUPRENORFINE - 24 mg - Oplossing voor injectie;Uitsluitend recept
IVACAFTOR/LUMACAFTOR - 100 mg/125 mg - Filmomhulde tablet;Uitsluitend recept
BASILIXIMAB - 20 mg - Poeder en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA/MAÏSZETMEEL - 125 mg/31,25 mg/200 mg - Filmomhulde tablet;Uitsluitend recept
ROXADUSTAT - 50 mg - Filmomhulde tablet;Uitsluitend recept
EPOËTINE ALFA - 1.000 IE/0,5 ml - Oplossing voor injectie;Uitsluitend recept
UREUM C13 - 45 mg - Poeder voor drank;Uitsluitend recept
FOLLITROPINE ALFA - 300 IE/0,50 ml - Oplossing voor injectie;Uitsluitend recept
DAMOCTOCOG ALFA PEGOL - 250 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DOXYLAMINE/PYRIDOXINE - 20 mg/20 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
AZTREONAM - 75 mg - Poeder voor verneveloplossing;Uitsluitend recept
LASMIDITANHEMI - 50 mg - Filmomhulde tablet;Uitsluitend recept
METFORMINE/VILDAGLIPTINE - 50 mg / 1000 mg - Filmomhulde tablet;Uitsluitend recept
KOPER[64Cu++] - 925 MBq/ml - Radiofarmaceutische uitgangsstof;Uitsluitend recept
PRAVASTATINE - 20 mg - Filmomhulde tablet;Uitsluitend recept
IVACAFTOR - 50 mg - Granulaat;Uitsluitend recept
BUPRENORFINE/NALOXON - 8,0 mg/2,0 mg - Tablet voor sublinguaal gebruik;Uitsluitend recept
SELEXIPAG - 400 microgram - Filmomhulde tablet;Uitsluitend recept
ZOLEDRONINEZUUR - 4 mg/ 5 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
TUCATINIB HEMI-ETHANOLAAT - 50 mg - Filmomhulde tablet;Uitsluitend recept
ELACESTRANT - 86 mg - Filmomhulde tablet;Uitsluitend recept
